CODERESP;SECURITYID;BIRTHYEARR;control1;control3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1_07;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;IMPORTANCE1;VOTE2;VOTE2A;VOTE2B;VOTE2C;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;IMPORTANCE2;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_13;TRUST_16;TRUST_23;TRUST_29;TRUST_31;TRUST_63;LRSP;VALUE1;VALUE3;VALUE4;VALUE8;VALUE9;VALUE10;VALUE12;VALUE13;VALUE16;VALUE17;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;ZUSATZ1_1;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;ZUSATZ2_1;ZUSATZ2_2;ZUSATZ3;MEDEREI_1;MEDEREI_2;MEDEREI_3;ZUSATZ4;ZUSATZ5;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2
13893;20240922.46094.242;1979;99999998;99999998; ;2;3;2;0;0;0;1;0;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;5;3;5;5;5;5;5;5;6;5;5;7;5;5;3;1;6;1;1;1;1;1;1;6;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;2;2;8;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;2;2;2;2;99999998;99999998;32;3;99999998;33;22;1;1;99999998;99999998;8;1;1;1,16779381893142;1,1710506786686
13894;20240922.43106.242;1986;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;5;5;2;0;5;5;5;3;2;5;1;8;8;5;5;8;5;6;1;1;8;6;1;6;1;1;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;16;2;2;2;99999998;99999998;32;8;3;33;21;8;2;32;3;5;2;1;1,33727081489289;1,34100032895961
13896;20240922.47151.242;1972;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Ich bin der Meinung, dass wir genug dafür tun.;32; ; ; ; ; ;99; ; ; ; ;7;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;5;2;3;5;5;3;6;5;2;5;2;5;7;6;2;5;2;8;6;1;6;6;1;5;1;3;6;6;2;2;2;3;2;3;2;2;2;8;3;8;2;2;8;8;8;8;8;8;98;1;98;3;2;2;5;4;2;5;2;4;3;1;4;0;4;0;0;0;0;3;0;5;0;3;5;5;5;4;1;5;1;1;1;2;99999998;99999998;32;3;99999998;32;21;2;2;32;3;4;2;2;,901745665074013;,920963338398833
13899;20240922.41323.242;2004;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;7;7;5;5;6;9;8;6;6;7;7;9;8;8;9;7;5;8;4;2;4;2;4;2;4;5;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;18;1;2;1;1;2;33;3;99999998;33;23;1;4;52;3;15;3;8;1,49768965670712;1,50186656282072
13900;20240922.41621.242;1970;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;16;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Initiativen sind oftmals zu einseitig und schiessen übers Ziel hinaus. So auch diese.;51;52; ; ; ; ;99; ; ; ; ;7;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Ich sollte mehr Beiträge bezahlen und schlussendlich weniger erhalten, das findet niemand interessant.;31; ; ; ; ; ; ;99; ; ; ;8;7;7;98;98;98;7;7;5;5;98;98;3;5;98;98;5;3;2;8;2;2;1;3;9;8;3;8;8;2;8;8;8;8;8;8;8;8;2;8;8;8;8;8;8;8;8;8;98;98;98;8;1;8;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;98;8;4;1;2;2;1;1;2;99999998;99999998;32;3;99999998;33;21;2;3;99999998;99999998;12;1;1;,686724010437865;,701359221016696
13901;20240922.43751.242;1968;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Es wird bereits viel, meist genügend getan.;32;31; ; ; ; ;99; ; ; ; ;4;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Senkung des Umwandlungssatzes;37; ; ; ; ; ;Effektive Kürzung der Renten => einige Punkte waren wirklich gut, jedoch haben die Ablehnungspunkte diese Überwogen.;31;13; ; ;10;7;6;5;4;5;6;5;5;5;5;8;5;3;5;2;98;5;3;3;2;2;2;4;1;1;2;8;2;2;2;8;2;2;2;2;3;1;1;3;1;2;2;2;8;2;3;8;2;2;2;8;2;2;0;0;0;9;0;0;0;0;0;0;0;0;0;9;0;98;98;0;0;0;5;0;9;2;1;9;3;1;2;1;5;6;51;3;99999998;32;21;1;2;51;3;10;2;2;,448153616161938;,457704501880951
13902;20240922.38505.242;1986;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;1;4;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;8;3;99999998;99999998;4; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;3;5;5;5;6;4;7;4;5;4;7;5;4;6;5;7;4;3;2;2;3;2;1;3;5;4;2;3;1;1;3;2;2;4;4;3;3;2;8;8;8;8;8;8;8;8;8;8;1;1;1;4;8;3;8;4;3;7;0;0;0;6;0;0;2;0;2;0;1;2;2;0;0;2;8;0;7;3;1;7;2;1;1;1;1;2;52;3;99999998;32;21;1;3;99999998;99999998;11;1;1;,346794074287357;,346552237115398
13904;20240922.41972.242;1987;99999998;99999998; ;2;3;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;8;7;5;3;6;7;4;5;4;0;6;5;2;7;0;6;5;1;6;1;1;5;6;1;4;1;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;1;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;2;2;2;1;5;4;32;3;99999998;33;21;1;2;31;3;8;2;2;1,17311505745623;1,17638675759351
13906;20240922.38053.242;2000;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;8;8;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;4;2;99999998;8;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;7;7;7;5;5;7;7;5;7;7;5;5;5;7;98;4;7;4;4;5;3;4;1;2;1;3;3;3;2;3;2;3;2;2;1;2;2;8;3;2;2;3;1;2;3;2;2;8;98;1;98;2;1;3;5;1;5;6;0;0;0;5;1;4;5;2;3;0;1;6;1;5;0;0;2;0;5;4;2;9;4;1;1;1;1;2;32;3;99999998;32;21;1;4;32;3;11;2;2;,864075365877653;,883697669091096
13907;20240922.41408.242;1955;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;Naturschutz Menschenschutz Grossflächige Monokulturen in der CH-Landwirtschaft;32;33;50; ; ; ; ;Gegengewicht zu Bauernpowerplay Schamlose Lügenkanpagne der Gegner Investition in Zukunft;15; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;8;2;99999998;3;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Die bürgerlichen Parteien eiern bei der BVG seit Jahrzehnten auf Nebenschauplätzen herum damit die Pfründe der Finanzlobby nicht angetastet werden;92;46; ; ; ; ;Verfehlte bürgerliche Sparpolitik auf dem Buckel der finanziell weniger gut gestelten Bevölkerung;13;41; ; ;10;1;2;3;4;1;9;3;6;2;9;5;1;8;6;10;2;5;2;2;3;2;2;1;5;6;5;1;1;1;1;1;1;4;3;4;2;1;1;4;2;2;1;2;4;4;1;3;1;1;1;4;2;3;1;7;3;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;2;1;10;2;1;1;1;1;2;52;7;3;32;10;1;2;51;7;11;1;2;1,68296350877102;1,72628867443806
13908;20240922.47218.242;1953;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;Der Mensch ist Teil der Natur. Es braucht Biodiversität. So viele Dinge hängen zusammen, deren Zusammenhang uns gar nicht bewusst ist. Erst wenn wir anfangen zu begreifen, was wir alles nicht wissen - merken wir vielleicht, dass es für unser Überleben auch andere, diverse, Lebewesen (Tiere, Mikroorganismen, Pflanzen...) in grösserer Zahl braucht. Die Natur braucht uns weniger als wir sie.;42;31; ; ; ; ; ;Auch nachfolgende Generationen sollen noch sehen dürfen, wie vielfältig das Leben auf unserm Planeten ist und, sie sollen nicht für unsere Fehler bezahlen müssen. Zerstören kostet nicht viel - aufbauen könnte teuer werden.;31;25; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;10;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Ich habe viele Jahre lang hart gearbeitet und meine Versicherungs-Beiträge einbezahlt. Jahr für Jahr sieht man dann auf dem Pensionskassenauszug wie die zu erwartende Rente immer kleiner wird - und kleiner - und kleiner. Als weibliche Arbeitnehmerin war;31;42;53; ; ; ;"Wer hat - dem wird gegeben; die weniger haben - sollen sparen.";31;41; ; ;5;2;2;3;5;0;9;2;7;1;7;2;5;5;7;8;2;3;3;1;3;3;1;3;4;8;8;1;1;1;1;2;1;4;4;4;3;2;2;3;1;2;8;1;3;4;4;4;98;98;98;8;2;3;10;0;0;10;1;0;0;9;1;5;0;0;0;0;7;5;0;0;0;0;9;0;5;1;1;10;2;1;1;1;1;2;32;7;3;33;10;1;2;52;7;98;2;1;1,03933870565808;1,06609479476645
13909;20240922.33354.242;1963;99999998;99999998; ;1;3;2;0;0;0;0;1;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;4;5;2;2;5;6;4;2;5;1;8;6;2;0;2;2;7;3;3;5;2;2;6;2;3;2;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;1;1;1;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;1;1;1;1;1;2;51;3;99999998;32;10;1;3;99999998;99999998;13;1;2;2,7252014020199;2,73280171517284
13910;20240922.35623.242;1987;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;War mir zu übertrieben;52; ; ; ; ; ;99; ; ; ; ;9;2;99999998;4;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Senkung des Umwandlungssatzes;37; ; ; ; ; ; ;99; ; ; ;9;8;7;1;0;1;9;1;0;1;1;2;2;2;2;9;2;6;4;5;3;5;1;6;5;1;1;5;1;1;3;2;2;1;2;1;3;2;2;2;3;2;2;1;2;2;2;2;2;1;1;4;1;3;4;0;5;8;0;0;0;8;0;0;5;0;6;10;2;0;2;5;4;0;6;0;10;3;1;10;16;1;1;2;99999998;99999998;52;3;99999998;32;10;2;3;99999998;99999998;14;1;2;,498862303246383;,509493873931083
13911;20240922.35668.242;1971;99999998;99999998; ;1;4;2;0;0;0;0;0;0;0;0;0;1;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;0;0;0;0;0;0;0;5;5;0;5;5;5;5;0;5;10;8;8;1;6;1;6;1;1;6;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;1;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;1;1;1;1;2;4;51;3;99999998;32;10;1;8;99999998;99999998;7;1;1;2,51304345268778;2,52005207861657
13912;20240922.48569.242;1977;99999998;99999998; ;1;8;2;0;0;0;1;0;0;0;1;0;0;0;1;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;1;2;2;2;3;7;4;5;7;98;5;4;5;0;98;5;10;6;6;3;6;5;4;1;1;3;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;1;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;1;1;1;1;1;2;52;3;99999998;32;10;1;1;99999998;99999998;12;1;2;1,89122040484148;1,89649482870878
13916;20240922.48386.242;1952;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;2;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;Die bestehenden Bestimmungen sind mehr oder weniger genügend, aber wir brauchen auch Nutzland;32; ; ; ; ;Gesetze müssen zuerst auch durchgesetzt werden und es hat schon genug davon;32;31; ; ; ;4;2;99999998;2;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Meine Tochter hätte dann mehr Abzüge pro Monat gehabt für nur ein wenig höheres Kapital aber dafür eine viel kleinere Rente;31;94; ; ; ; ; ;99; ; ; ;5;4;3;3;5;5;8;5;6;6;5;2;6;7;5;5;5;5;2;3;2;3;2;3;3;2;2;2;2;2;3;3;2;2;1;2;3;2;2;4;1;1;1;1;2;1;2;3;1;1;1;2;2;3;9;2;2;9;5;7;2;5;9;7;98;0;0;0;7;1;0;1;1;1;6;1;6;2;1;10;4;1;1;2;99999998;99999998;21;7;3;33;10;1;8;99999998;99999998;3;2;2;,699594468097175;,714503969155481
13917;20240922.47699.242;1987;99999998;99999998; ;1;2;2;0;1;0;0;0;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;7;6;6;5;6;8;8;6;7;7;3;7;7;5;3;6;3;3;4;2;1;3;2;1;1;2;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;98;8;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;1;1;2;99999998;99999998;51;3;99999998;32;10;1;1;99999998;99999998;7;2;1;,984425042360285;,987170504986274
13919;20240922.38659.242;1949;99999998;99999998; ;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;übertriebene Vorlage;52; ; ; ; ;Bauernlobby ist stark genug;56;15; ; ; ;5;2;99999998;8;99999998; ;99998; ; ; ; ;99998; ; ; ; ;Wir haben keine PK;21;24; ; ; ; ;Pensionskassen verdienen viel zu viel;32; ; ; ;0;10;8;5;5;5;7;9;2;2;0;0;2;2;3;0;0;5;5;3;3;6;6;6;1;1;6;3;1;1;8;8;3;1;1;1;4;1;1;4;1;1;1;2;1;2;4;1;98;1;1;2;1;2;10;98;6;6;98;3;0;0;9;5;0;0;0;0;0;0;0;0;0;0;10;98;9;2;1;10;11;1;1;1;1;5;51;1;99999998;11;10;1;3;99999998;99999998;6;2;1;,977883794000042;,998724095240844
13920;20240922.42527.242;1965;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;13;1;4;99999998;99999998;Lebensmittelpolitik;33; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;3;1;4;99999998;99999998; ;99; ; ; ; ; ; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;3;4;4;1;0;2;3;4;4;6;3;2;9;1;6;4;3;0;8;3;1;5;1;2;5;3;3;2;1;1;1;1;1;2;2;4;2;1;1;4;2;1;1;2;4;1;1;4;1;1;98;2;2;2;5;0;0;10;0;0;1;0;0;3;0;0;0;0;0;5;0;0;0;0;5;0;5;3;1;5;13;1;1;1;1;2;32;3;99999998;33;21;1;1;99999998;99999998;5;1;1;,346149134935861;,328607406869266
13921;20240922.32682.242;1990;99999998;99999998; ;8;8;8;8;8;8;8;8;8;8;8;8;8;8;99;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;98;9;9;9;9;9;9;9;9;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;98;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;9;8;8;99999998;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;,750868871468864;,750868871468864
13923;20240922.35975.242;1967;99999998;99999998; ;1;8;8;8;8;8;8;8;8;8;8;8;8;8;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;8;8;8;8;8;8;8;1;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;98;1;98;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;16;1;1;8;99999998;99999998;98;98;99999998;99999998;98;99999998;8;99999998;99999998;98;8;8;1,117579088171;1,117579088171
13925;20240922.32104.242;1966;99999998;99999998; ;1;3;2;0;1;0;0;0;1;0;0;0;0;0;16;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;6;7;6;4;5;7;6;5;5;5;5;7;5;4;7;7;98;5;3;5;5;1;5;2;2;2;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;2;2;8;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;18;1;1;1;1;2;21;3;99999998;33;10;1;1;99999998;99999998;5;2;2;1,78577084090743;1,79075117652601
13929;20240922.42625.242;2003;99999998;99999998; ;2;2;2;1;0;0;0;0;1;0;0;0;0;0;17;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;7;7;6;4;98;5;6;98;98;5;98;5;3;3;5;98;5;9;9;9;4;2;9;2;9;5;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;2;2;8;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;6;1;1;1;1;5;33;6;6;99999998;98;99999998;4;32;3;8;1;2;1,65808067020763;1,66270489075774
13932;20240922.46441.242;1976;99999998;99999998; ;1;1;2;0;0;0;1;0;0;0;0;0;0;0;4;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998;99999998;99999998;99999998;99999998; ;99998; ; ; ; ;99998; ; ; ; ; ;99998; ; ; ; ; ; ;99998; ; ; ;99999998;7;5;6;6;4;8;7;4;5;8;6;5;5;4;8;5;6;4;3;3;3;2;4;4;2;4;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;8;8;2;1;98;8;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;4;1;1;1;1;1;51;3;99999998;31;10;2;8;99999998;99999998;12;1;2;1,30035524873899;1,30398180899731
